breakdown,group,rows,method,exact_match,bleu4,rouge1_f1,rouge2_f1,rougeL_f1,semantic_cosine_bge_m3,format_type_match,format_structure_score,validator_adherence,validator_rows,length_diff_tokens,absolute_length_diff_tokens,length_ratio_tokens,terminated_with_eos,length_diff_chars,trajectory_kl_macro,trajectory_kl_micro,trajectory_token_count
length_variant,short,6,base_no_prompt,0.0,0.2289783505962892,0.4783549420305097,0.31211980439858766,0.35807108802806714,0.8900798062483469,0.5,0.5440836940836942,0.0,3,62.833333333333336,88.16666666666667,2.65624231163237,0.5,151.5,0.7281234292738498,0.31322968455023825,660
length_variant,short,6,full_prompt,1.0,1.0,1.0,1.0,1.0,1.0000000198682149,1.0,1.0,1.0,3,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,660
length_variant,short,6,qtraj_teacher_margin,0.3333333333333333,0.5008023076029785,0.6478665642841847,0.569160532565233,0.5868418721662493,0.9179341296354929,0.5,0.7972222222222222,0.6666666666666666,3,16.833333333333332,57.166666666666664,1.5565504728888016,0.6666666666666666,57.0,0.4246144279541925,0.3235195828539657,660
length_variant,short,6,qtraj_topk_delta,0.3333333333333333,0.4480353707686249,0.632514010450879,0.4972748625120831,0.5338450279419974,0.9055246810118357,0.6666666666666666,0.8936507936507937,0.6666666666666666,3,51.833333333333336,51.833333333333336,1.997115132441647,0.5,154.0,0.09024950575844533,0.11510052681016683,660
length_variant,short,6,qtraj_teacher_auto_margin,1.0,1.0,1.0,1.0,1.0,0.9999995231628418,1.0,1.0,1.0,3,0.0,0.0,1.0,0.6666666666666666,0.0,0.08462266969042964,0.08226245379332726,660
subtype,academic,3,base_no_prompt,0.6666666666666666,0.9350751253968118,0.9885057471264368,0.9629629629629629,0.9885057471264368,0.9978074034055074,1.0,1.0,,0,-0.3333333333333333,0.3333333333333333,0.9814814814814815,1.0,-3.3333333333333335,0.3109091482987332,0.3134051370449263,55
subtype,academic,3,full_prompt,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,55
subtype,academic,3,qtraj_teacher_margin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,0.0,1.0,1.0,0.0,0.2051129822852029,0.20618110522701416,55
subtype,academic,3,qtraj_topk_delta,1.0,1.0,1.0,1.0,1.0,0.9999992847442627,1.0,1.0,,0,0.0,0.0,1.0,1.0,0.0,0.0047725129674100406,0.00479519703520995,55
subtype,academic,3,qtraj_teacher_auto_margin,1.0,1.0,1.0,1.0,1.0,0.9999992847442627,1.0,1.0,,0,0.0,0.0,1.0,1.0,0.0,0.03282631819583345,0.03297267692722182,55
