breakdown,group,rows,method,exact_match,bleu4,rouge1_f1,rouge2_f1,rougeL_f1,semantic_cosine_bge_m3,format_type_match,format_structure_score,validator_adherence,validator_rows,length_diff_tokens,absolute_length_diff_tokens,length_ratio_tokens,terminated_with_eos,length_diff_chars,trajectory_kl_macro,trajectory_kl_micro,trajectory_token_count
language,zh,138,base_no_prompt,0.0,0.0999779761276207,0.357814901109649,0.16388010374722609,0.19955474901233117,0.8128299425909484,0.4492753623188406,0.6610973856274605,0.1,30,28.02173913043478,54.32608695652174,2.5602212060009824,0.2826086956521739,51.86231884057971,0.3318701636178031,0.1513179400545636,26044
language,zh,138,full_prompt,1.0,1.0,1.0,1.0,1.0,0.9999999956808229,1.0,1.0,0.5666666666666667,30,0.0,0.0,1.0,0.39855072463768115,0.0,0.0,0.0,26044
language,zh,138,qtraj_teacher_margin,0.10869565217391304,0.3654869173466524,0.5556503963534497,0.41754712211691575,0.44788940210990824,0.9298499610976897,0.7753623188405797,0.8668389087991324,0.43333333333333335,30,19.07246376811594,33.6231884057971,1.3663680087134573,0.30434782608695654,29.869565217391305,0.36440860428065897,0.26786566972361125,26044
language,zh,138,qtraj_topk_delta,0.07971014492753623,0.3413159441058114,0.5669804718937496,0.3943227762497027,0.42777803378895235,0.9125133161095605,0.7246376811594203,0.8595427215477498,0.5333333333333333,30,7.318840579710145,21.63768115942029,1.4982636202858244,0.3695652173913043,10.289855072463768,0.10085102159364687,0.09670410707056874,26044
language,zh,138,qtraj_teacher_auto_margin,1.0,1.0,1.0,1.0,1.0,0.9999999447145324,1.0,1.0,0.5666666666666667,30,0.0,0.0,1.0,0.39855072463768115,0.0,0.0759665058849574,0.07139743728119792,26044
task_family,descriptive,180,base_no_prompt,0.0,0.17835087946694578,0.472424801986375,0.2550448838303077,0.3089275460598182,0.8464253197113673,0.5722222222222222,0.7596440660193795,,0,-2.588888888888889,40.08888888888889,1.1594081477803695,0.43333333333333335,-48.40555555555556,0.11288707858414701,0.10922155634454082,36637
task_family,descriptive,180,full_prompt,1.0,1.0,1.0,1.0,1.0,1.0000000006622738,1.0,1.0,,0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,36637
task_family,descriptive,180,qtraj_teacher_margin,0.03888888888888889,0.3718342867151611,0.5981006631495803,0.42762483798255174,0.4722057375823523,0.9251546021964815,0.7833333333333333,0.853643834805286,,0,8.844444444444445,23.166666666666668,1.1310761694603453,0.3388888888888889,6.694444444444445,0.2642724845412558,0.23771675304328482,36637
task_family,descriptive,180,qtraj_topk_delta,0.027777777777777776,0.359857650335342,0.6083893341247749,0.41909655602078283,0.46524037694351905,0.9168110423617892,0.7722222222222223,0.8672459432593224,,0,-1.788888888888889,15.677777777777777,1.0147938148456412,0.3888888888888889,-23.05,0.07096815619788778,0.08043900164154541,36637
task_family,descriptive,180,qtraj_teacher_auto_margin,1.0,1.0,1.0,1.0,1.0,0.9999999486737781,1.0,1.0,,0,0.0,0.0,1.0,0.4,0.0,0.05439980589355749,0.059944764669946415,36637
task_family,format,36,base_no_prompt,0.0,0.03473587157940716,0.19416367063361062,0.0741752253165726,0.12695236975798171,0.7070167064666748,0.16666666666666666,0.43140552302519714,0.08333333333333333,36,102.02777777777777,114.69444444444444,6.758521767958019,0.4166666666666667,377.3333333333333,0.8986594175152097,0.27218354322254174,4286
task_family,format,36,full_prompt,1.0,1.0,1.0,1.0,1.0,0.9999999933772616,1.0,1.0,0.7777777777777778,36,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,4286
task_family,format,36,qtraj_teacher_margin,0.3333333333333333,0.6055889956687858,0.726315903559427,0.664824549307605,0.7051087186604073,0.956467847029368,0.9166666666666666,0.9698530746149794,0.6944444444444444,36,0.9444444444444444,37.333333333333336,1.3192205369739103,0.7222222222222222,34.05555555555556,0.7007350284820251,0.8915400709496287,4286
task_family,format,36,qtraj_topk_delta,0.3333333333333333,0.5340528645006313,0.678814967541956,0.599477186400718,0.6430615276564731,0.9403752005762525,0.8611111111111112,0.9537086810896334,0.8055555555555556,36,-6.472222222222222,51.861111111111114,1.3992037665367363,0.7777777777777778,19.02777777777778,0.3738297405080741,0.7267762144277161,4286
task_family,format,36,qtraj_teacher_auto_margin,1.0,1.0,1.0,1.0,1.0,0.9999999089373482,1.0,1.0,0.7777777777777778,36,0.0,0.0,1.0,0.6666666666666666,0.0,0.0830836263694264,0.07649676370854121,4286
task_family,output_control,24,base_no_prompt,0.0,0.09323876151438087,0.26532641479300206,0.1599141129797714,0.21450712100098657,0.7575597030421098,0.2916666666666667,0.4633365245411667,0.0,24,105.375,105.375,7.944069878441404,0.375,359.7916666666667,1.1556633894750281,0.3239489903035117,2379
task_family,output_control,24,full_prompt,1.0,1.0,1.0,1.0,1.0,1.0000000049670537,1.0,1.0,0.5416666666666666,24,0.0,0.0,1.0,0.75,0.0,0.0,0.0,2379
task_family,output_control,24,qtraj_teacher_margin,0.5,0.6158959347517537,0.7362586664108566,0.6802010854191766,0.7185604256582717,0.9448677053054174,0.875,0.8737553121935272,0.2916666666666667,24,10.333333333333334,57.416666666666664,1.2527603952003157,0.7083333333333334,58.625,0.49034124412526525,0.34590625556459514,2379
task_family,output_control,24,qtraj_topk_delta,0.375,0.5863758916068377,0.7220968143643914,0.6371126027616771,0.6817429107803373,0.9386630554993948,0.875,0.8871020232324355,0.25,24,10.291666666666666,34.958333333333336,3.1874486190126543,0.7916666666666666,-0.5416666666666666,0.15750242663583727,0.12073665284910609,2379
task_family,output_control,24,qtraj_teacher_auto_margin,1.0,1.0,1.0,1.0,1.0,1.0000000049670537,1.0,1.0,0.5416666666666666,24,0.0,0.0,1.0,0.75,0.0,0.09741549726976863,0.06005595881385361,2379
task_family,style,36,base_no_prompt,0.05555555555555555,0.19904506878297423,0.4556262476629894,0.2624765794718344,0.302785509636944,0.8524903506040573,0.6666666666666666,0.699114055853687,,0,63.833333333333336,74.33333333333333,2.3988144955592174,0.3333333333333333,157.69444444444446,0.3543488476091044,0.25570654729226727,5083
task_family,style,36,full_prompt,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,0.0,1.0,0.6944444444444444,0.0,0.0,0.0,5083
task_family,style,36,qtraj_teacher_margin,0.1388888888888889,0.39810377809694936,0.5625668648298148,0.4457912814919076,0.4872166836324134,0.9231686873568429,0.75,0.8653749645946771,,0,50.416666666666664,56.138888888888886,1.836998266110213,0.3611111111111111,111.55555555555556,0.43950294556527214,0.34408420032696896,5083
task_family,style,36,qtraj_topk_delta,0.1111111111111111,0.42892283647964896,0.6449284239329446,0.4880147801462724,0.526963201858846,0.9256898413101832,0.6666666666666666,0.8214955679241394,,0,12.555555555555555,28.22222222222222,1.1600638677217339,0.5833333333333334,14.694444444444445,0.11397107493552644,0.14007413208105501,5083
task_family,style,36,qtraj_teacher_auto_margin,1.0,1.0,1.0,1.0,1.0,0.9999998294644885,1.0,1.0,,0,0.0,0.0,1.0,0.6944444444444444,0.0,0.09969198665989218,0.11432712977816945,5083
length_variant,long_redundant,92,base_no_prompt,0.010869565217391304,0.14266109519657394,0.4026370656043217,0.21264224378772809,0.26436184998759715,0.8218337644053542,0.4891304347826087,0.6740218775818301,0.05,20,31.152173913043477,65.15217391304348,2.589324813626088,0.41304347826086957,72.68478260869566,0.32223321976687513,0.15277037008264932,15943
length_variant,long_redundant,92,full_prompt,1.0,1.0,1.0,1.0,1.0,0.999999990929728,1.0,1.0,0.7,20,0.0,0.0,1.0,0.532608695652174,0.0,0.0,0.0,15943
length_variant,long_redundant,92,qtraj_teacher_margin,0.13043478260869565,0.4202593200507203,0.6111177517933839,0.48137470642756713,0.5216606422175982,0.9302939312613528,0.8260869565217391,0.8662008082512681,0.55,20,12.043478260869565,39.17391304347826,1.327490509006246,0.45652173913043476,28.17391304347826,0.3798428191394893,0.3402188423812543,15943
length_variant,long_redundant,92,qtraj_topk_delta,0.11956521739130435,0.4334458925930402,0.644903322136203,0.4923374733603127,0.5321046242603894,0.9268036782741547,0.7717391304347826,0.8637817237972518,0.6,20,-0.7608695652173914,25.91304347826087,1.1042135830220212,0.532608695652174,-15.597826086956522,0.1367121985951742,0.1751193987937935,15943
length_variant,long_redundant,92,qtraj_teacher_auto_margin,1.0,1.0,1.0,1.0,1.0,0.99999990735365,1.0,1.0,0.7,20,0.0,0.0,1.0,0.532608695652174,0.0,0.06554002595415608,0.06629184491868968,15943
length_variant,medium_redundant,92,base_no_prompt,0.010869565217391304,0.15622312452003956,0.41689566146245566,0.22426515302844258,0.27642419180492356,0.8228988284650056,0.4782608695652174,0.6789680984987411,0.05,20,26.57608695652174,58.141304347826086,2.471679803816303,0.41304347826086957,57.130434782608695,0.32001502553621775,0.16322153093406022,16360
length_variant,medium_redundant,92,full_prompt,1.0,1.0,1.0,1.0,1.0,0.9999999980563703,1.0,1.0,0.65,20,0.0,0.0,1.0,0.4891304347826087,0.0,0.0,0.0,16360
